timestamp,temperature,rainfall,humidity,condition
2024-01-01 00:00:00,16.022239322230362,10.0,58.94346721724571,Rainy
2024-01-01 01:00:00,27.666079268363056,0.0,56.62638559584863,Clear
2024-01-01 02:00:00,17.335196282092014,5.0,80.1974784654152,Cloudy
2024-01-01 03:00:00,19.53428298676615,5.0,88.97511198087125,Clear
2024-01-01 04:00:00,19.208281704420063,10.0,73.31665474479911,Cloudy
2024-01-01 05:00:00,22.65373292514069,0.0,75.5335211157757,Rainy
2024-01-01 06:00:00,28.313764519136928,0.0,78.87223605683647,Cloudy
2024-01-01 07:00:00,23.113001897272827,5.0,55.78483174031975,Rainy
2024-01-01 08:00:00,18.95742586902728,0.5,85.01017024670958,Rainy
2024-01-01 09:00:00,26.13204389095321,0.5,68.69280397744711,Rainy
2024-01-01 10:00:00,21.60115059348141,2.0,74.88186968801325,Rainy
2024-01-01 11:00:00,27.935463282935125,5.0,48.52158892917724,Clear
2024-01-01 12:00:00,26.312550951867426,10.0,42.0211778520756,Cloudy
2024-01-01 13:00:00,20.11487855114938,0.5,94.6304104454108,Rainy
2024-01-01 14:00:00,16.697054410974516,10.0,59.22273746478643,Clear
2024-01-01 15:00:00,14.257440551253886,10.0,44.67029827246401,Rainy
2024-01-01 16:00:00,19.822275838621778,5.0,76.90861855234185,Clear
2024-01-01 17:00:00,27.817621525218183,2.0,67.47964229415085,Rainy
2024-01-01 18:00:00,20.275429693580392,0.0,67.7513082675419,Clear
2024-01-01 19:00:00,27.621841902527912,0.5,87.58667177586514,Rainy
2024-01-01 20:00:00,15.278431428206916,2.0,81.30621745159453,Clear
2024-01-01 21:00:00,24.47677000928541,0.0,60.76719628357092,Cloudy
2024-01-01 22:00:00,22.399776971914932,10.0,60.55232422399999,Clear
2024-01-01 23:00:00,26.960043180361467,0.5,80.56151584198246,Cloudy
2024-01-02 00:00:00,25.524879222099383,0.0,85.40024716962239,Rainy
2024-01-02 01:00:00,17.486659105651775,0.0,62.3070290932031,Clear
2024-01-02 02:00:00,25.145936670665176,0.5,61.47921786906228,Rainy
2024-01-02 03:00:00,26.517603267359963,0.5,72.57920450491513,Clear
2024-01-02 04:00:00,16.46215608138504,5.0,91.56630831663112,Rainy
2024-01-02 05:00:00,26.031014468079128,0.0,59.8159591656935,Cloudy
2024-01-02 06:00:00,21.37793622777117,0.0,52.73651062734856,Clear
2024-01-02 07:00:00,26.72702991306905,5.0,73.35534953782422,Rainy
2024-01-02 08:00:00,16.901116746589192,0.0,74.09112176488989,Rainy
2024-01-02 09:00:00,18.82522542096094,5.0,89.20986463280522,Cloudy
2024-01-02 10:00:00,27.281451984269687,5.0,60.33478068609381,Rainy
2024-01-02 11:00:00,18.217182635956306,0.5,57.95554053134963,Clear
2024-01-02 12:00:00,16.605474784350967,5.0,70.62295737571756,Cloudy
2024-01-02 13:00:00,26.6071209451862,0.0,81.88692825244487,Cloudy
2024-01-02 14:00:00,17.549104411927246,0.0,72.62525607606952,Clear
2024-01-02 15:00:00,27.872162277222387,10.0,42.27180353399535,Clear
2024-01-02 16:00:00,17.276218624440872,0.0,45.69139399932928,Clear
2024-01-02 17:00:00,19.864101103169325,2.0,48.696345083017846,Rainy
2024-01-02 18:00:00,25.028166993416207,10.0,54.941218091108354,Clear
2024-01-02 19:00:00,24.087267983275424,0.5,50.62881865567677,Cloudy
2024-01-02 20:00:00,21.02437575725069,2.0,78.05990626657221,Rainy
2024-01-02 21:00:00,27.598203125065584,10.0,55.064294982361616,Clear
2024-01-02 22:00:00,28.629699531296858,10.0,49.44655827028577,Rainy
2024-01-02 23:00:00,24.33290753008602,0.5,70.06725366753261,Cloudy
2024-01-03 00:00:00,14.212759383876458,0.0,51.11697264750382,Clear
2024-01-03 01:00:00,19.68794612640213,0.5,72.22558380422058,Rainy
2024-01-03 02:00:00,16.31561111519439,0.0,45.67511705732952,Cloudy
2024-01-03 03:00:00,24.30988351973228,0.0,73.19659471728411,Clear
2024-01-03 04:00:00,29.736881019882524,10.0,94.92651574360424,Rainy
2024-01-03 05:00:00,27.211709478947547,2.0,52.325737213093504,Clear
2024-01-03 06:00:00,19.533984079701188,5.0,47.63309949648245,Cloudy
2024-01-03 07:00:00,25.61026146717448,0.0,45.55483188628309,Cloudy
2024-01-03 08:00:00,28.554353530422308,5.0,49.81260016022733,Clear
2024-01-03 09:00:00,20.481683224010823,5.0,73.10811751950244,Cloudy
2024-01-03 10:00:00,28.56665628462248,0.5,80.6019037798846,Cloudy
2024-01-03 11:00:00,14.040706707099238,0.0,55.29352562469602,Cloudy
2024-01-03 12:00:00,28.78159837426442,2.0,84.43877395141456,Clear
2024-01-03 13:00:00,19.672258856341404,10.0,83.82651133567379,Cloudy
2024-01-03 14:00:00,21.23677368116256,0.0,50.9445687835854,Clear
2024-01-03 15:00:00,26.733712742002027,0.0,58.54991563396992,Cloudy
2024-01-03 16:00:00,17.889412389135067,2.0,58.23031240297394,Rainy
2024-01-03 17:00:00,25.727919265375768,0.0,46.71869681567293,Cloudy
2024-01-03 18:00:00,20.87025608906677,0.0,66.53483579867586,Rainy
2024-01-03 19:00:00,29.76936364219748,2.0,45.21231911904727,Clear
2024-01-03 20:00:00,29.041200343421245,10.0,79.89907859279906,Cloudy
2024-01-03 21:00:00,24.242514381774868,5.0,41.3447708614137,Clear
2024-01-03 22:00:00,28.1971783539322,0.5,65.688054704627,Rainy
2024-01-03 23:00:00,21.6367463908614,0.0,81.79219189460127,Rainy
2024-01-04 00:00:00,16.187739929043776,0.5,71.54749366181957,Cloudy
2024-01-04 01:00:00,21.28751829489329,2.0,75.53862100053661,Cloudy
2024-01-04 02:00:00,17.5603909145562,0.0,55.62722227192275,Rainy
2024-01-04 03:00:00,15.448099327048787,10.0,45.6284443657819,Rainy
2024-01-04 04:00:00,26.70149170229951,5.0,69.48348196299409,Clear
2024-01-04 05:00:00,27.16020508519848,2.0,41.31381696873692,Cloudy
